Hotelling T2         	sum-squared residuals  	
 2.810654438168E-01  	 1.925983379031E+05    	
 1.540113332431E+00  	 5.338049604128E+06    	
 3.121211094647E-01  	 4.189813336097E+05    	
 2.261566807073E-01  	 1.753023649340E+06    	
 3.182787318695E-02  	 1.001879569300E+05    	
 1.205930424153E+00  	 1.244032370527E+07    	
 3.057214175341E+00  	 1.761435954162E+06    	
 4.449785456733E-02  	 4.030186589188E+05    	
 1.325920728411E-01  	 1.091930803385E+05    	
 1.659359673858E-02  	 2.325309775852E+04    	
 7.124045140463E-03  	 6.718180305398E+03    	
 1.031704113352E-03  	 7.828001180173E+03    	
 1.400770875545E-02  	 5.291374085776E+03    	
 2.820785743830E-02  	 6.208689465484E+05    	
 6.480530127182E-04  	 3.266401985091E+03    	
 4.936881701918E-03  	 1.832845545501E+04    	
 7.804766207267E-02  	 2.037585818259E+05    	
 8.009072284289E-03  	 2.936949482556E+04    	
 1.060305235053E-02  	 4.071755751768E+04    	
 1.010301976431E-05  	 6.126768049210E+02    	
 1.652818009496E-03  	 6.811743891199E+03    	
 2.939921477969E-02  	 8.599677077527E+04    	
 1.193174017973E-01  	 4.549604606161E+04    	
 3.271672191551E-01  	 1.675558504722E+05    	
 3.546630134725E-04  	 1.203484450885E+04    	
 3.952567880384E-04  	 7.487818585524E+03    	
 2.038313128095E+01  	 1.366164701375E+08    	
 2.119803083157E-03  	 8.347490252333E+03    	
 1.556936475392E-04  	 7.998215650228E+03    	
 2.575958010658E-04  	 6.712516459818E+03    	
 1.451587030530E-04  	 2.255714590374E+03    	
 1.104558664146E-04  	 3.259947746591E+03    	
 5.042813933192E-04  	 1.413374756615E+04    	
 3.181208824503E-05  	 1.245753880444E+03    	
 4.558677793652E-05  	 6.328441157980E+03    	
 7.445221363449E-02  	 2.134696541153E+04    	
 3.042475683108E-03  	 4.217480917972E+04    	
 6.254801922329E+00  	 6.008628786453E+07    	
 2.653290204747E-04  	 3.207851092743E+03    	
 4.130220162576E-01  	 2.784726209190E+06    	
 9.120156392444E-01  	 9.508342117023E+05    	
 5.633854290622E-04  	 2.315442924011E+04    	
 1.333083640853E-03  	 7.610919379124E+03    	
 6.290148617046E-02  	 9.070918951591E+04    	
 8.155850485090E-05  	 3.318628972828E+03    	
 4.449516663248E-04  	 8.920179074911E+03    	
 2.226765691590E-03  	 1.121964076579E+04    	
 7.569522896532E-04  	 5.356000363752E+03    	
 4.458497601803E-05  	 1.174942041368E+03    	
 6.676685226005E-05  	 4.086428039330E+03    	
 1.323090742361E-02  	 5.224911610212E+04    	
 5.442978801160E-03  	 2.891974739000E+04    	
 1.027423227943E-02  	 7.125730665029E+04    	
 8.122202913165E+00  	 7.940295405836E+06    	
 3.670419479887E-02  	 4.679316945502E+04    	
 1.020685208376E-03  	 5.420854707383E+04    	
 2.323110622016E-05  	 1.776258421277E+02    	
 2.320160856801E-03  	 3.178267862861E+04    	
 1.685780199067E-03  	 8.525952006311E+03    	
 2.324785473048E-03  	 1.979726797103E+04    	
 7.980337970311E-05  	 2.168533830136E+03    	
 2.560571730609E-04  	 6.988020092676E+03    	
 2.621432145084E-04  	 4.698037307228E+03    	
 1.629966530920E-05  	 1.163377027716E+03    	
 5.869164734336E-02  	 6.576998329550E+04    	
 7.606571402469E-04  	 7.438277197579E+03    	
 2.876433128135E-04  	 7.309642844493E+03    	
 2.655768652234E+00  	 7.654609598919E+06    	
 9.650033287846E-05  	 4.878421634078E+03    	
 2.800872493960E-06  	 1.025995094913E+01    	
 1.959707038311E-04  	 3.265336328100E+03    	
 7.416601788831E-05  	 2.340620973823E+03    	
 2.164831247513E-04  	 4.401078914293E+03    	
 1.201139912456E-03  	 9.480361646482E+03    	
 6.874110953711E-01  	 1.669857558012E+06    	
 3.141600323117E-02  	 1.599623378957E+05    	
 1.056310354154E-01  	 4.685554328195E+05    	
 1.082789515222E-01  	 1.081939933606E+05    	
 1.196948490764E+00  	 4.709371478925E+06    	
 4.566924608800E-03  	 1.926248331519E+04    	
 3.110855223808E-03  	 3.484470930086E+04    	
 5.637325247921E-02  	 3.885955469156E+05    	
 3.166073319202E-02  	 3.402504542147E+04    	
 8.377274505047E-02  	 2.328577330387E+05    	
 2.318253131005E-01  	 2.659269074395E+06    	
 9.870591773863E-02  	 1.533362124016E+06    	
 3.013487028717E-02  	 1.134363392978E+05    	
 3.292569577805E-03  	 1.223702944042E+04    	
 8.990634333162E-02  	 1.564692092583E+05    	
 6.329361727945E-04  	 5.702957720569E+03    	
 3.392697768744E-03  	 3.120558784895E+04    	
 2.380877784129E-02  	 6.123994833158E+04    	
 2.334530138914E-02  	 9.961186705276E+04    	
 2.029654147835E+00  	 3.706729884777E+06    	
 1.560298694814E-02  	 8.672774432707E+04    	
 1.437251268762E-03  	 9.763394335788E+03    	
 5.603371670486E-04  	 3.848015412834E+03    	
 2.597116286631E-04  	 4.577422538104E+03    	
 5.768525053905E-05  	 6.778011884558E+02    	
 2.262302596973E-03  	 6.589134266760E+03    	
 4.756852724075E-04  	 1.029380169526E+04    	
 6.113894014730E-04  	 5.172773633153E+03    	
 1.561388834485E-04  	 4.238943875511E+03    	
 3.310955051747E-04  	 3.380632059155E+03    	
 1.201207477272E-03  	 1.878208425933E+04    	
 1.358408681420E-04  	 3.846222497220E+03    	
 3.008408252044E-02  	 2.175107104767E+06    	
 7.865938580870E-05  	 2.853681382410E+03    	
 3.348948173223E-02  	 1.323032621552E+05    	
 3.717290632969E-02  	 4.096349199633E+04    	
 1.754503492017E-04  	 1.920094771276E+03    	
 1.666043872285E+01  	 6.264025980874E+07    	
 5.708296421750E-04  	 1.457074219210E+04    	
 3.377369570643E-04  	 2.693732247502E+03    	
 2.547944383845E-02  	 1.173814435565E+04    	
 3.615293799258E-04  	 2.249215001676E+03    	
 1.893156638323E-03  	 2.164031892158E+04    	
 1.285312754074E-01  	 3.270131773766E+05    	
 1.746440814443E-04  	 2.743661939550E+03    	
 7.336378673985E-05  	 4.101895946212E+03    	
 2.618474467951E-04  	 9.181605215310E+03    	
 1.153620544506E-03  	 1.518993822015E+04    	
 2.879677704287E-04  	 2.144552075388E+03    	
 1.749912040061E-02  	 1.909323263195E+04    	
 5.794139034552E-04  	 1.572526058999E+04    	
 1.915044147129E-04  	 4.697083934445E+03    	
 5.312275637917E-04  	 1.252391807369E+04    	
 1.231572319404E-02  	 4.267244485040E+04    	
 1.604705135140E-04  	 5.276574722270E+03    	
 7.147167271887E-05  	 2.402191001851E+03    	
 2.218385728686E-04  	 2.655578696160E+03    	
 5.755507567741E-02  	 1.050154863411E+05    	
 4.839238646480E-03  	 2.831952817455E+04    	
 5.979463093000E-04  	 3.939302818835E+03    	
 2.181183003864E-03  	 1.416300892613E+04    	
 3.936126881585E+00  	 1.252342900100E+06    	
 7.425210326457E-05  	 2.266486738555E+03    	
 6.573691905459E-05  	 5.308368003408E+03    	
 4.369196379973E-01  	 8.349717051415E+05    	
 9.637773319702E-02  	 4.002087012179E+05    	
 2.298805323009E-01  	 1.192445855221E+06    	
 3.093421896125E+00  	 1.884810855090E+06    	
 1.328181924537E-01  	 6.071816443431E+04    	
 3.047076651611E-01  	 4.570387937237E+05    	
 6.977837981920E-01  	 2.558589779230E+06    	
 2.760523441394E-01  	 6.217274412161E+05    	
 3.219504774148E-03  	 2.261829904313E+04    	
 5.254266035315E-04  	 1.168962985454E+04    	
 3.887164578348E+01  	 8.389199072833E+08    	
 8.480318440345E-05  	 5.296236337406E+03    	
 4.174015625649E-04  	 4.982445362621E+03    	
 1.061510574904E-04  	 9.021790153827E+03    	
 7.716201772955E+00  	 8.538664497991E+06    	
 1.224919403060E-05  	 5.178199660300E+01    	
 1.622810928186E-05  	 1.025033579366E+02    	
 2.598728048200E-02  	 1.493471465394E+05    	
 5.341234760965E-02  	 1.868830048356E+05    	
 1.029817805600E-03  	 8.342642162051E+03    	
 3.176140386530E-02  	 1.096668387954E+05    	
 8.810796914567E-04  	 5.796969798776E+03    	
 1.104906936457E-01  	 4.792152210338E+05    	
 1.285466559284E-02  	 1.899736559522E+05    	
 5.105414048791E-02  	 3.753945237695E+05    	
 1.624858570758E+00  	 4.616030022398E+06    	
 4.530323559074E-03  	 3.702211742364E+04    	
 2.255832479987E-04  	 7.290202581393E+03    	
 7.572335500423E-01  	 1.073240736543E+06    	
 1.256766899795E-04  	 5.671012654329E+02    	
 1.018175534739E-02  	 2.345449531096E+04    	
 7.722280905715E-04  	 1.653597359716E+04    	
 9.722561542385E-03  	 5.059875099530E+04    	
 3.231003742557E-05  	 1.072823391493E+03    	
 7.127572778626E-02  	 5.356981282863E+04    	
 4.996143623244E-03  	 3.148440365243E+04    	
 1.319773591357E-01  	 1.749904863921E+05    	
 4.697661450546E-04  	 2.360820923567E+04    	
 1.863507451138E+01  	 1.969178270749E+08    	
 1.773026385407E-04  	 2.265684606834E+03    	
 2.694774809352E-03  	 2.673045688892E+04    	
 4.347993679212E-01  	 1.775046145064E+07    	
 5.699623439301E-02  	 1.253731757141E+05    	
 5.231629948930E-05  	 2.020937501550E+03    	
 8.258537103472E-06  	 6.806397683392E+01    	
 2.758584756884E-02  	 5.897010895057E+04    	
 8.195567272419E-04  	 9.492217791557E+03    	
 1.438213545065E+00  	 7.776507393810E+05    	
 7.610632507702E+00  	 5.166005172542E+07    	
 1.773694630717E-05  	 5.795909363506E+02    	
 5.033094591425E-04  	 4.915641225970E+03    	
 5.796656622965E-05  	 1.053319064810E+03    	
 1.215899218980E-02  	 1.869783622408E+04    	
 2.384551970299E-02  	 1.646364302855E+05    	
 1.542917325798E-02  	 5.262167951012E+04    	
 2.582417845998E-03  	 7.588188783060E+03    	
 2.732361833608E-04  	 5.476726257819E+03    	
 2.415256389701E-04  	 3.179448966491E+03    	
 4.203708961935E-02  	 1.610865952091E+05    	
 7.183872019091E-04  	 4.091700019959E+03    	
 8.632721559759E-05  	 3.881461246463E+02    	
 6.064518237269E-04  	 5.193040664266E+03    	
 5.026963270985E-02  	 7.636565978393E+04    	
 8.970233474664E-04  	 1.332449851398E+03    	
 2.296492577458E-04  	 8.821554002768E+03    	
 8.556157955679E-06  	 2.870042115319E+02    	
 2.264416936273E-05  	 1.121844184635E+03    	
 1.264752676186E-03  	 3.309105982841E+04    	
 2.406946985309E-03  	 7.210515448663E+04    	
 8.961374497744E-05  	 9.567014261828E+02    	
 1.173450281776E-03  	 8.176073697570E+03    	
 9.129290090932E-04  	 8.343581845078E+03    	
 7.070827752323E-04  	 2.080449633734E+04    	
 2.858297061101E-03  	 2.428174071751E+04    	
 3.211599445726E-05  	 1.154666891588E+03    	
 5.281814712782E-04  	 1.000721553099E+04    	
 2.553343409150E-03  	 1.926200719617E+04    	
 1.532734515996E-03  	 2.054858966401E+04    	
 1.413927681963E-02  	 2.769790951127E+04    	
 1.262661257362E+00  	 1.472503109150E+07    	
 4.037021425229E+00  	 5.469949406178E+06    	
 1.421126041579E+01  	 1.219647706174E+08    	
 2.766996326595E-05  	 3.128158884143E+03    	
 3.037078095940E-05  	 2.259291942088E+03    	
 6.951260180042E-03  	 8.893016775671E+04    	
 4.149617193193E-04  	 4.572917916822E+03    	
 2.409608455338E+01  	 2.483744744346E+07    	
 7.201445200870E-04  	 6.512503309762E+03    	
 1.478647795823E-04  	 1.913655801743E+03    	
 1.385169057544E-04  	 2.809561448467E+03    	
 2.969738853388E-02  	 4.003729676971E+04    	
 3.190180477196E-05  	 7.583912152372E+02    	
 1.759006790302E-04  	 7.496111395783E+03    	
 1.368219136541E+00  	 5.892886616805E+06    	
 1.371146290378E-03  	 4.340518270342E+03    	
 4.473451325864E-03  	 1.684079190193E+04    	
 2.671421432760E-02  	 2.647067326157E+04    	
 1.443618283560E-03  	 4.442931298540E+03    	
 1.326641426628E-03  	 4.417809828857E+03    	
 1.604607253937E-05  	 7.568627956905E+02    	
 9.692095542955E-01  	 3.855921712510E+06    	
 7.780404522580E-05  	 2.998728825091E+03    	
 7.749140676802E-03  	 2.443503207476E+04    	
 3.506695066613E-03  	 2.056106013608E+04    	
 1.079036108260E-05  	 9.885443805585E+02    	
 9.643197106591E-06  	 3.554520546910E+02    	
 5.520026000348E-04  	 1.093237063965E+04    	
 1.263784691225E-03  	 6.857226334363E+03    	
 1.926494781189E+01  	 9.656909384606E+07    	
 4.941568906518E-01  	 1.212256254942E+07    	
 8.121223444842E-03  	 1.088025313099E+05    	
 1.113341396362E-04  	 8.894104240655E+03    	
 6.907022802863E-06  	 1.537540299866E+02    	
 6.728077813557E-02  	 1.477595186146E+05    	
 1.780271679289E-03  	 8.957695472683E+03    	
 3.862271989471E-04  	 1.524936966587E+03    	
 4.790968221082E-04  	 1.164730033418E+04    	
 1.094684814242E-03  	 6.422000224105E+03    	
 6.916182001430E-01  	 8.947934854644E+06    	
 1.531433350881E-03  	 9.364685691403E+03    	
 5.484814058595E-04  	 8.119524154933E+03    	
 1.568780141256E-04  	 6.646012220261E+03    	
 6.159871686295E-01  	 7.465054619278E+05    	
 1.227691131940E-04  	 4.050770996450E+03    	
 1.372461090221E-04  	 6.913773247520E+03    	
 1.800156638184E-04  	 8.136180229359E+03    	
 1.440283814817E-05  	 1.734235286373E+03    	
 1.137716240159E-04  	 8.667359385487E+02    	
 3.134700428757E-04  	 9.195015739673E+03    	
 9.023862317518E-01  	 3.983505186748E+05    	
 5.157124124743E+00  	 1.739316916337E+07    	
 2.439421445307E-04  	 5.970842024519E+03    	
 3.994860021992E-04  	 5.776622085301E+03    	
 1.074477493315E-01  	 4.423610302335E+05    	
 1.037009597642E-01  	 3.331690258034E+05    	
 6.060004385896E-01  	 9.963784679495E+04    	
 3.883686120267E+00  	 1.463237720787E+06    	
 3.123908920964E-04  	 3.868412584063E+03    	
 2.078510619484E-04  	 8.469953030207E+03    	
 1.318371379312E+00  	 1.952536635843E+06    	
 5.238954641699E+00  	 1.011316647354E+07    	
 7.252433683398E-03  	 5.506549505679E+04    	
 3.467607804992E-05  	 1.854189558831E+03    	
 3.135809656155E-02  	 1.893638329799E+05    	
 1.048595411379E-05  	 7.907956875753E+02    	
 3.016794996357E-04  	 6.587719696127E+03    	
 6.706916365891E-01  	 5.254516813870E+06    	
 4.325992058983E-01  	 1.865845387251E+06    	
 1.749129868599E-01  	 2.098024577007E+05    	
 1.462470001168E-02  	 4.328587575432E+04    	
 5.982179375476E-02  	 2.105727473196E+05    	
 3.940345862073E-02  	 1.202238429001E+05    	
 6.920390711695E-03  	 2.172615592217E+04    	
 6.597900520331E-02  	 4.065165102311E+05    	
 4.083088979319E-01  	 3.910704866066E+05    	
 1.558225555704E-01  	 9.102634909515E+04    	
 4.161225201011E-01  	 2.053539551897E+05    	
 1.543945906596E-04  	 2.442143082197E+03    	
 6.192514673411E-05  	 3.003193190636E+03    	
 1.523328892628E+00  	 3.084183064327E+06    	
 6.016840868585E+00  	 5.726017176854E+06    	
 1.511475734566E-01  	 8.051387512472E+05    	
 2.440840324258E-01  	 1.021966839092E+06    	
 8.971772922777E-03  	 2.792640725890E+04    	
 1.009352041952E-02  	 1.887893520072E+04    	
 1.298297705140E-03  	 6.030321135283E+03    	
 2.843759862285E-03  	 1.766560682660E+04    	
 1.073727681698E-03  	 2.825144209291E+03    	
 2.842610504573E-04  	 5.221230075712E+03    	
 3.588109928216E-02  	 1.032257259892E+05    	
 1.424325201424E-02  	 9.262122300034E+04    	
 3.673648954818E-01  	 6.024712243269E+05    	
 5.174763545144E-01  	 1.124735271907E+06    	
 3.876047305062E-06  	 7.063780794963E+02    	
 3.336423089286E-04  	 7.414691749973E+03    	
 2.657335919301E-05  	 3.406813619375E+02    	
 3.832547405467E-04  	 6.146259633623E+03    	
 2.388210905751E-03  	 4.221656058142E+04    	
 7.763719973113E-05  	 1.968009870824E+03    	
 1.696463182518E-04  	 3.641546188576E+03    	
 1.197627556657E-03  	 1.399871395015E+04    	
 2.982476191555E-01  	 8.851657314696E+05    	
 1.553713806430E-01  	 4.967998572973E+05    	
 9.240353573096E-05  	 2.889936038367E+03    	
 1.122759530697E-04  	 9.147755340257E+02    	
 7.733557631501E-06  	 1.117082848445E+02    	
 4.761565389768E-02  	 1.500692044091E+05    	
 6.199455691393E-03  	 4.056312786811E+04    	
 1.961386579479E-01  	 8.052153814509E+05    	
 1.726081749530E-01  	 4.178572191109E+05    	
 7.266589161255E-01  	 1.625942593772E+06    	
 1.231989900075E+00  	 1.527545706233E+06    	
 3.684208604746E-04  	 2.031029170450E+03    	
 7.564307655494E+00  	 3.648855444660E+07    	
 2.576028405702E-02  	 8.669206194681E+04    	
 4.312503736353E-02  	 3.593988864933E+06    	
 2.826253349349E-02  	 7.853990378601E+04    	
 2.367550260589E+00  	 7.083023200921E+06    	
 1.397398603612E-02  	 3.756313690811E+04    	
 3.416408773439E+00  	 5.493152994453E+07    	
 7.996882752978E-05  	 1.422249740814E+03    	
 3.733136963441E-04  	 5.098890638139E+03    	
 8.016992123062E-05  	 2.114781065062E+03    	
 2.438657129663E-01  	 2.895391122732E+05    	
 3.410363707874E-02  	 8.420318899000E+04    	
 7.941310505455E-01  	 1.167500707249E+06    	
 1.957575999634E+00  	 5.189200332005E+07    	
 6.301288713759E-02  	 1.448543731807E+05    	
 4.691701449933E-03  	 1.242567553860E+04    	
 2.215298310802E-04  	 6.265549082028E+03    	
 4.327178917775E-01  	 1.004423356597E+07    	
 2.692059663181E-02  	 2.761633533379E+05    	
 2.296562971511E-02  	 8.531237126740E+04    	
 3.367981176116E+00  	 1.119780047422E+06    	
 4.317190028912E-05  	 1.869665177339E+03    	
 6.048778296446E-03  	 8.512573331690E+03    	
 1.692178399335E+00  	 4.494846983647E+05    	
 2.100541128666E-03  	 2.043407471521E+04    	
 3.898074606449E-03  	 1.841311223863E+04    	
 2.454292104205E+01  	 1.430631864896E+09    	
 2.878793782669E+01  	 8.797467571003E+07    	
 8.320575218466E-02  	 5.159937950186E+05    	
 7.157586585289E+01  	 1.177098979549E+08    	
 1.650036642110E-03  	 1.019172668666E+04    	
 8.377411221527E+00  	 9.339096493004E+06    	
 2.329900263079E-03  	 6.837461741765E+03    	
 8.379191525453E-04  	 2.483540966950E+03    	
 4.404896067725E-05  	 4.946196302383E+02    	
 1.072343396183E+00  	 4.879781177518E+05    	
 2.328371464008E-03  	 1.018563019231E+04    	
 9.412918717944E-03  	 1.358607644061E+04    	
 1.139402301490E-02  	 9.170357579056E+04    	
 4.465387943582E-05  	 2.864829782084E+03    	
 1.314649598041E-04  	 2.411918146461E+03    	
 6.021579879405E-04  	 2.187101737995E+04    	
 7.966402951705E-02  	 4.769482968761E+05    	
 2.711490397545E-01  	 1.517891407667E+06    	
 2.732962297540E-04  	 5.549689748590E+03    	
 6.082624994919E-03  	 1.178778175105E+04    	
 3.683546557926E-01  	 2.918177893472E+05    	
 2.871962976798E-03  	 2.208596359581E+04    	
 5.650331061736E+01  	 4.297278004478E+07    	
 6.193625094695E+00  	 8.964072531550E+06    	
 7.056870010391E-04  	 3.397644398352E+03    	
 1.134783989797E-03  	 9.126063958906E+03    	
 6.928527049600E-06  	 9.347326727624E+01    	
 5.020694762139E-01  	 6.673193914163E+06    	
 3.273245047525E-02  	 4.813960669639E+05    	
 1.436898161551E-04  	 2.649696405458E+03    	
 7.985881765861E-07  	 1.063368387871E+02    	
 2.680201347774E-01  	 3.012310120738E+05    	
 3.913569557372E-02  	 1.332057962969E+05    	
 4.267839862868E-05  	 1.684667249393E+03    	
 5.909629307600E-03  	 1.532425859662E+04    	
 3.118487186282E-01  	 3.818651499585E+05    	
 2.704020547603E-01  	 2.065350606650E+06    	
 3.928718354872E-04  	 2.323076091347E+03    	
 9.963166017187E-04  	 2.249807535025E+04    	
 1.928895702897E-03  	 8.985786517540E+04    	
 1.603533571804E-01  	 3.123866585290E+05    	
 3.744552056582E-05  	 1.160621295554E+03    	
 2.758571271792E+00  	 2.436420685490E+06    	
 5.733216980260E+00  	 5.181221041420E+06    	
 1.032786751538E-03  	 5.348097409024E+03    	
 2.187304472339E-04  	 5.800829541189E+03    	
 4.291224418662E+00  	 4.935706413931E+06    	
 1.911698107406E-02  	 1.055286673731E+05    	
 4.962048404849E-02  	 7.484153478137E+05    	
 9.132407035037E-04  	 2.194954981347E+03    	
 1.902756726966E-04  	 2.053705157750E+03    	
 7.161178428154E-05  	 2.436354477577E+03    	
 7.495554252328E-02  	 6.903941212380E+05    	
 7.180653940904E+00  	 3.690210693112E+07    	
 2.326162865790E-01  	 4.919653678151E+05    	
 5.202954710998E-04  	 2.006594748242E+04    	
 4.431731319888E-04  	 1.342926717242E+04    	
 2.155073854961E-02  	 2.463116611535E+04    	
 1.147948606495E+00  	 6.560968007649E+06    	
 6.332248981188E-05  	 1.440183145423E+03    	
 1.686146389316E-02  	 2.040971640824E+04    	
 4.841007542044E-04  	 2.167544958496E+03    	
 7.072843006596E-03  	 1.470844812934E+04    	
 1.175325182043E-01  	 8.651126326289E+05    	
 3.361273081596E+00  	 3.858096756657E+07    	
 2.612197308284E+00  	 3.536502743908E+06    	
 1.398860754032E-01  	 2.010306454605E+06    	
 7.994414517821E-04  	 5.062755995227E+03    	
 1.006432549306E-04  	 7.303217189877E+03    	
 1.251226178179E-03  	 1.076205290866E+05    	
 4.970184578455E-01  	 4.932192279424E+05    	
 7.387539256004E-01  	 1.686236962040E+06    	
 2.737401053036E-01  	 3.734202321194E+05    	
 2.602153624721E-04  	 8.543767795518E+02    	
 2.010597437470E-04  	 2.724204090836E+03    	
 2.018824796445E-03  	 1.591792266829E+04    	
 2.608166687685E-01  	 2.262345495671E+05    	
 1.346981131965E-02  	 7.760229220947E+04    	
 3.636070681442E-04  	 2.839002926684E+04    	
 8.904881972054E-03  	 7.415910993103E+04    	
 5.862288414601E-04  	 4.907108539693E+03    	
 1.328041617567E-02  	 3.277326769127E+04    	
 7.605317023258E-02  	 1.825812711052E+05    	
 2.720489046404E+00  	 8.766499204346E+05    	
 7.530982684495E-02  	 2.943691591985E+05    	
 7.087918995169E-03  	 3.593918204777E+04    	
 1.186226199209E-04  	 3.104516591259E+03    	
 1.491063483936E+00  	 1.764413715133E+06    	
 6.008585056149E-04  	 9.290160066099E+03    	
 1.983261125552E-04  	 2.286273010373E+03    	
 1.851610406589E-03  	 1.937612630025E+04    	
 9.166014472741E-04  	 9.188599319713E+03    	
 3.855896244014E-04  	 8.267144508506E+03    	
 1.050734525040E-01  	 5.064351223277E+05    	
 2.543456735689E-01  	 1.214959284180E+06    	
 1.395595742763E-01  	 4.291742840479E+05    	
 2.386740415962E-01  	 7.494732566975E+05    	
 8.399778672512E-03  	 1.962285773749E+04    	
 5.391771509210E-06  	 1.426214865163E+02    	
 4.805957493923E-06  	 4.145171738302E+02    	
 1.024458259028E-04  	 5.756098030752E+03    	
 9.815642332142E-02  	 1.194521407359E+05    	
 1.280931922169E-04  	 2.703770558560E+03    	
 6.846973748157E-04  	 1.213268629221E+04    	
 1.209732259079E+00  	 5.334495476310E+05    	
 4.639693899891E-02  	 1.710203959461E+05    	
 7.066971688552E-04  	 6.032240006938E+03    	
 6.085718737360E-02  	 6.935307575285E+04    	
 7.815076158802E-04  	 6.498603707524E+03    	
 5.401367425849E-02  	 8.276008425535E+04    	
 3.264523974849E-06  	 4.947336942739E+02    	
 3.171867112253E-02  	 7.104424358393E+05    	
 4.831498892208E-05  	 1.983032632556E+03    	
 7.498482242536E-01  	 5.981334508621E+06    	
 1.338220342034E-03  	 1.021158426790E+04    	
 2.685161132280E-02  	 1.060457044523E+04    	
 1.223120433273E-03  	 2.094247265378E+04    	
 6.647767697577E-04  	 5.811976018175E+03    	
 2.365692867272E+00  	 4.410655759258E+06    	
 1.162479150275E-02  	 3.852540638481E+04    	
 1.950199797919E+00  	 7.509984082277E+06    	
 4.142041841333E-04  	 5.374692374607E+03    	
 3.960815799074E-05  	 4.740681598767E+02    	
 1.929121587410E-02  	 1.191836751219E+05    	
 2.636267160482E-02  	 1.585206956129E+04    	
 1.105551840087E-03  	 1.149507263933E+04    	
 7.258628676875E-04  	 3.018923219933E+03    	
 7.519928244682E-05  	 4.938169722792E+02    	
 1.038092121490E-02  	 7.160502140889E+04    	
 2.151502060897E+00  	 5.741615485129E+06    	
 8.253075752962E-03  	 4.335235561746E+04    	
 4.162232779158E+00  	 7.785122961516E+06    	
 4.019461756615E-04  	 3.089470617831E+03    	
 3.190835092627E-02  	 4.702139061361E+04    	
 3.330354972147E-04  	 1.019801845439E+04    	
 3.144546595668E-02  	 1.090856705042E+05    	
 1.953474854865E-05  	 1.604722079314E+03    	
 1.438972560855E-01  	 6.955784565775E+05    	
 5.198709633968E-05  	 2.090499462114E+03    	
 1.721725550729E-01  	 3.558233183744E+05    	
 5.263494329928E-03  	 2.497443338388E+04    	
 1.158159850710E+01  	 1.077211791991E+07    	
 2.896488397746E-01  	 3.081408375755E+05    	
 5.563640318052E-05  	 1.716095237064E+03    	
 4.468973834948E-04  	 6.060744595353E+03    	
 4.229538523671E-05  	 1.770755550321E+03    	
 2.205243778113E-03  	 2.028168422317E+04    	
 1.061082474893E-04  	 3.576005325756E+03    	
 1.344664411138E-02  	 2.132397680199E+04    	
 4.803469548228E-05  	 1.766429227285E+03    	
 1.804513641246E-03  	 1.475729979812E+04    	
 5.530719073296E-05  	 7.297035949428E+02    	
 9.167646789025E-04  	 4.349529646023E+03    	
 1.074000767068E-02  	 3.515300265364E+04    	
 5.248637196729E-03  	 5.888939370760E+04    	
 1.527085544741E-03  	 5.940674058723E+03    	
 4.764450329648E-03  	 3.267201021617E+04    	
 8.782968170965E-05  	 2.348335368602E+03    	
 4.015341050325E-06  	 1.105746965598E+01    	
 3.609949972839E-02  	 1.075071111267E+05    	
 2.782050129955E-02  	 1.747178685372E+05    	
 2.928819171984E-02  	 3.883281050797E+04    	
 2.826872124035E-05  	 1.040341182394E+03    	
 1.322941148781E-04  	 3.442867651503E+03    	
 4.852815562768E-04  	 2.661219604870E+03    	
 2.463932734939E-03  	 9.907481583761E+03    	
 5.116640046111E-01  	 4.358336477672E+06    	
 3.132311455729E-05  	 6.497122613887E+02    	
 1.035174655362E-01  	 1.523676019185E+05    	
 7.049098319707E-01  	 5.211006860011E+06    	
 1.256999474903E-03  	 1.886886853663E+04    	
 9.794482739605E-03  	 5.080356080644E+04    	
 4.394472419302E-05  	 2.602651897521E+03    	
 1.286323301230E+01  	 1.830242036607E+07    	
 2.087143115103E+00  	 1.419168798799E+07    	
 3.306390217398E-04  	 3.192974952746E+03    	
 3.443958105616E-03  	 9.683801992673E+03    	
 8.343066314949E-04  	 4.234928235446E+03    	
 8.137871496882E-04  	 5.689353230518E+03    	
 6.678400482105E-04  	 1.000432586506E+04    	
 1.535339283190E-01  	 2.413872039137E+04    	
 2.036866367106E-01  	 1.025666034124E+05    	
 1.572401605809E-04  	 5.980727628891E+03    	
 1.152103068884E-02  	 3.800769953117E+04    	
 1.540354618956E-04  	 3.261052439171E+03    	
 1.270702331678E-04  	 1.780443159314E+03    	
 9.544398065882E-03  	 5.656034790071E+04    	
 1.584253639292E-02  	 9.132119715841E+04    	
 1.206794336507E-01  	 9.136525155190E+05    	
 2.960381100686E-03  	 1.691141017683E+04    	
 1.425588875517E-02  	 4.630448307153E+04    	
 8.327577841772E-02  	 1.951631031932E+05    	
 5.474095833182E-05  	 3.199372723825E+03    	
 8.959141534941E-06  	 1.948995913168E+02    	
 2.187356741858E-02  	 1.400490248994E+04    	
 1.986842105691E-03  	 1.194234365236E+04    	
 4.629074942103E-04  	 7.573455611910E+03    	
 2.571111214849E+00  	 2.432001723828E+07    	
 2.939219100240E-04  	 3.538851971361E+03    	
 5.739164442973E-04  	 1.727773084982E+04    	
 5.151828547624E-03  	 6.013787947271E+04    	
 1.411697577849E-05  	 4.223783710525E+01    	
