1                    	2                    	
 7.173417555248E+03  	 1.460511660891E+03  	
 2.198132814141E+04  	 5.070220790929E+03  	
 2.339246070954E+04  	 6.836258941282E+03  	
 1.618461850113E+03  	-7.670558363433E+01  	
 9.201748686069E+03  	 1.462736317350E+03  	
 5.680822841994E+03  	 8.343156205582E+02  	
 1.942398503625E+04  	 3.202538997231E+03  	
 5.235447945782E+03  	-5.829706570502E+02  	
 7.562193386445E+03  	 4.118059346418E+03  	
 2.260797580444E+04  	 5.019433162905E+03  	
 5.398803432638E+03  	-5.861151577800E+02  	
 6.127271412773E+03  	-3.633380417076E+02  	
 2.174013277310E+03  	-4.479412835688E+00  	
 2.199102706459E+04  	 3.248082906099E+03  	
 3.100305111642E+03  	-4.250887018382E+01  	
 3.487640877238E+03  	 1.359901416561E+01  	
 1.074306330217E+04  	 4.071000589203E+02  	
 8.838989486132E+04  	 3.468505770509E+04  	
 8.414667959807E+03  	 2.255361508937E+03  	
 1.675350441584E+03  	 1.076306158369E+02  	
 1.627652295017E+04  	 2.661534373695E+03  	
 3.215244772640E+03  	 9.377185039629E+02  	
 3.639876485719E+04  	 5.185470531721E+03  	
 7.533234865649E+03  	 5.813790589941E+02  	
 2.362676667130E+03  	 3.138406485741E+02  	
 3.043124140948E+04  	 8.683530193532E+02  	
 9.202851200241E+03  	 4.763927998244E+03  	
 9.806612552414E+03  	 4.390621323110E+02  	
 1.914128011872E+03  	 2.680810914482E+02  	
 1.260737287341E+04  	 2.432502240001E+03  	
 2.159178955662E+04  	 9.154356724684E+03  	
 8.677170549085E+04  	 3.250741740714E+04  	
 1.447435071257E+04  	 2.320395210544E+03  	
 4.779971217038E+03  	 2.442995194244E+03  	
 8.199171722435E+03  	 6.408834457642E+03  	
 3.516276404100E+03  	 3.269985667564E+03  	
 2.493100655787E+04  	 8.325780159030E+03  	
 8.970203754629E+03  	-3.122575769396E+02  	
 5.210071133479E+03  	 2.595271359713E+03  	
 2.000198326158E+03  	 1.093538869522E+02  	
 2.849296839757E+03  	 4.638946291977E+02  	
 6.712685152278E+03  	 2.321652419404E+03  	
 8.290471975275E+02  	 3.906495685797E+02  	
 6.052607003459E+03  	 2.700607296168E+03  	
 7.699782051963E+03  	 1.087636630015E+03  	
 1.907411841599E+03  	-7.688373006113E+02  	
 4.750731783511E+04  	 2.317380540740E+04  	
 2.796185764552E+03  	 2.369499139521E+02  	
 4.093929520161E+03  	 1.102692754321E+02  	
 3.337353761390E+03  	 4.126192430746E+02  	
 3.340105510873E+03  	 2.109518324192E+02  	
 4.155802297877E+03  	 1.238344180176E+03  	
 8.199197357900E+03  	 3.765018371723E+03  	
 1.262894833148E+04  	 2.053645364023E+04  	
 6.152947090381E+04  	 1.284439895163E+04  	
 2.010664763195E+03  	 1.094362245593E+03  	
 5.528143694483E+03  	 2.318225547826E+03  	
 9.592283336058E+03  	-2.819708625307E+02  	
 2.492732199220E+03  	 1.487710556030E+03  	
 5.680611579260E+03  	 1.858275148238E+03  	
 4.963102548525E+03  	 2.475973526594E+03  	
 2.596696714630E+03  	 1.359206519248E+02  	
 4.245428951047E+03  	 5.411320512473E+02  	
 1.171188874801E+04  	 3.532300591771E+03  	
 3.662659760659E+04  	 1.203196042027E+04  	
 8.328296020947E+03  	 1.117825882810E+03  	
 1.983114220910E+04  	 5.385770827801E+03  	
 5.475286454064E+03  	 1.104957863369E+03  	
 1.024474866037E+04  	-1.638915226406E+03  	
 7.224596261459E+03  	 1.373246157205E+03  	
 1.401247094934E+04  	 4.094866363460E+03  	
 1.400456863242E+04  	 3.052646354013E+03  	
 8.587605783497E+03  	 1.398988783071E+03  	
 2.969542167657E+03  	-1.652809075717E+02  	
 1.035142446760E+04  	-3.490552640213E+02  	
 1.082998652552E+04  	-3.113544488096E+03  	
 4.956050672904E+03  	 6.205292898857E+02  	
 1.769921817319E+04  	 1.586782292317E+04  	
 1.125713794035E+04  	-9.462252112752E+02  	
 2.662288972715E+04  	 4.447136848999E+03  	
 2.207830037151E+03  	 6.725538079233E+02  	
 1.193279762151E+04  	-1.145796167782E+03  	
 1.802585314566E+04  	 1.871117538313E+03  	
 5.837116076694E+03  	-3.362788590340E+02  	
 1.061157896186E+04  	-1.051675025415E+03  	
 9.181652785370E+03  	 2.830450212206E+03  	
 7.504821727967E+03  	 7.991487587309E+01  	
 2.631527842929E+03  	-1.857880183809E+01  	
 1.979511064823E+03  	 2.704836261916E+01  	
 2.410166804445E+04  	 1.458320042292E+03  	
 3.428180273528E+04  	 2.853180908233E+03  	
 8.147778435072E+03  	 8.729655038873E+03  	
 9.101208441148E+03  	 8.104809908297E+03  	
 7.944160863917E+03  	 1.692622585586E+03  	
 1.090800097339E+04  	 6.671491782309E+03  	
 4.751033895814E+03  	 5.748745845135E+02  	
 2.471111655371E+03  	 1.107575736610E+03  	
 6.316964296537E+03  	 3.320651765571E+03  	
 2.871871831029E+03  	 4.250367436859E+02  	
 4.056884211571E+03  	 9.411531159641E+02  	
 1.226996779625E+03  	-1.761915747200E+02  	
 3.250159446016E+04  	 1.592266912714E+04  	
 3.500264421581E+03  	 1.190012295571E+03  	
 1.818799360198E+04  	 8.933198061311E+03  	
 2.145124734102E+03  	-2.224388494504E+02  	
 2.604813406174E+04  	 2.612522585871E+03  	
 2.992643831653E+03  	 2.015966275687E+02  	
 3.024356732780E+01  	 1.784677625466E+01  	
 3.616785459015E+04  	 1.826268511132E+04  	
 1.012916912558E+05  	 4.102679851387E+04  	
 5.537957815081E+01  	 2.785478938209E+01  	
 6.720279760844E+04  	 1.691952946355E+04  	
 3.230632520042E+04  	 6.562875212394E+03  	
 3.692417126794E+04  	 2.476404142882E+03  	
 1.054658031677E+04  	 9.314039828945E+02  	
 1.952511918000E+04  	 7.633856152073E+03  	
 1.260483045900E+02  	 4.370176646610E+01  	
 5.802192322439E+03  	-1.581921890029E+02  	
 2.240612613237E+03  	 1.274003133896E+02  	
 8.284946788964E+02  	 7.467481068445E+00  	
 9.303765224420E+02  	 9.320200988377E+01  	
 6.517327855301E+03  	 9.749255623547E+02  	
 3.032764659379E+03  	 3.279965149533E+02  	
 2.281194461200E+03  	 6.265654540597E+01  	
 3.816461934490E+03  	 2.221574419309E+03  	
 1.233959400748E+03  	 7.271144828905E+02  	
 4.289946802022E+04  	 1.593125000133E+04  	
 4.508207985145E+01  	 3.198820944055E+01  	
 3.524798613604E+01  	 2.382721336902E+01  	
 8.250614369068E+03  	 1.916998559039E+03  	
 4.709615812850E+03  	 2.774364148714E+03  	
 1.241651907786E+03  	 8.940451482658E+02  	
 2.486361060925E+03  	 1.070849519794E+03  	
 3.045098680337E+02  	 3.151195141628E+02  	
 1.827662715648E+02  	 1.975773010642E+02  	
 1.159342880296E+02  	 2.682061055719E+01  	
 1.363441567167E+02  	 1.358941095865E+02  	
 1.176500348598E+04  	 7.012514839315E+03  	
 1.241231315728E+02  	 2.446284120945E+01  	
 4.647495592720E+01  	 1.784213177943E+01  	
 4.669476217555E+03  	-2.300890280363E+03  	
 2.008362518336E+03  	-9.458107142319E+02  	
 3.872976198809E+04  	-2.172228573238E+03  	
 1.079925008292E+04  	 4.562828709214E+03  	
 3.065589880812E+04  	 4.399245405920E+03  	
 5.171124583963E+01  	 9.034897198099E+01  	
 2.070052446088E+04  	 2.845525235616E+03  	
 1.274649570606E+04  	 2.196562552391E+03  	
 9.136665321417E+03  	 1.647532294167E+03  	
 1.334757450982E+04  	 6.921671739245E+03  	
 1.271345465913E+04  	-1.687715667860E+03  	
 4.405137470471E+04  	 5.873984975071E+03  	
 4.822007088320E+03  	 2.952390389773E+01  	
 1.943741131015E+03  	 9.812842782144E+01  	
 6.285975897089E+02  	 3.741244321131E+01  	
 5.429582131808E+03  	 6.456733434259E+02  	
 1.037272151141E+04  	 4.919230135270E+03  	
 2.656234261633E+04  	 1.960775458042E+04  	
 2.616166808979E+04  	 1.998082914459E+04  	
 9.376373472745E+03  	-8.918504950305E+02  	
 2.354431436851E+03  	-4.060920771689E+02  	
 2.039290837569E+04  	 3.765736045724E+03  	
 2.745182507593E+01  	 1.573191430419E+01  	
 1.006701262097E+05  	 3.250855249733E+04  	
 1.995173857452E+04  	 8.423375188830E+02  	
 1.065747064424E+02  	 2.195516814853E+01  	
 1.215995765719E+03  	 3.931927482159E+01  	
 3.459677075877E+01  	 1.544320716079E+01  	
